Mary;Gutierrez;114;forward;11;20000000.0;1993-03-29
Douglas;Valdez;113;midfielder;156;96000000.0;1996-02-26
Michelle;Mcgee;157;defender;163;32000000.0;1988-03-24
Brett;David;152;defender;824;81000000.0;1981-03-14
Alyssa;Gibbs;58;defender;597;28000000.0;1998-02-08
Guy;Haley;118;defender;317;10000000.0;1991-02-03
Claire;Miller;118;goalkeeper;446;36000000.0;1989-01-05
Dr.;David;95;forward;758;94000000.0;1986-11-08
Michelle;Davis;52;goalkeeper;361;38000000.0;1982-02-16
Teresa;Hansen;76;goalkeeper;640;85000000.0;2002-06-26
Ashley;Taylor;166;midfielder;485;20000000.0;1987-12-17
Mary;Sellers;58;forward;510;73000000.0;1989-11-27
Todd;Leblanc;82;defender;462;17000000.0;1992-10-02
Mackenzie;Kane;154;goalkeeper;667;71000000.0;1983-03-01
Joseph;Garcia;57;midfielder;444;90000000.0;2000-05-02
Glenn;Henderson;89;midfielder;352;56000000.0;1980-04-28
Mrs.;Jo;126;defender;586;53000000.0;2001-10-20
Emily;Murphy;178;midfielder;218;18000000.0;2003-02-15
Dr.;Robert;122;goalkeeper;202;11000000.0;1984-12-06
Cassandra;Santiago;170;forward;202;36000000.0;1985-05-01
Daniel;Kelly;111;midfielder;284;13000000.0;1996-01-04
Kelsey;Jones;178;midfielder;978;3000000.0;2006-01-10
Debra;Edwards;155;goalkeeper;961;3000000.0;1991-09-11
Jason;Hernandez;84;goalkeeper;349;84000000.0;1994-11-09
Kristin;Diaz;116;forward;346;90000000.0;2002-10-19
Jacob;Wood;89;defender;681;16000000.0;1981-08-30
Debbie;Ryan;91;goalkeeper;748;65000000.0;1980-11-12
Matthew;Anderson;63;forward;49;73000000.0;1993-06-20
Kimberly;Lucas;97;goalkeeper;551;99000000.0;1987-09-29
Crystal;Lindsey;159;forward;449;87000000.0;1990-05-02
Justin;Wu;28;midfielder;246;39000000.0;1987-02-03
Matthew;Marshall;71;defender;13;35000000.0;1986-05-12
Nancy;Michael;99;defender;828;8000000.0;2006-12-11
Michele;Baldwin;180;midfielder;376;9000000.0;1986-10-31
Jeffrey;Donaldson;55;forward;646;44000000.0;1999-03-28
Veronica;Flowers;111;midfielder;414;79000000.0;2007-02-07
Danielle;Glover;122;defender;214;52000000.0;1992-12-30
Rebecca;Hunt;137;goalkeeper;949;98000000.0;1987-06-01
Victoria;Robinson;151;forward;642;26000000.0;1988-06-14
James;Rogers;34;forward;164;16000000.0;2003-09-03
Kevin;Lopez;147;defender;204;16000000.0;1984-01-16
Robert;Adkins;174;forward;37;77000000.0;1984-09-06
David;Hunt;123;defender;177;80000000.0;2007-04-05
Katie;Hernandez;113;forward;146;32000000.0;1994-12-16
Jennifer;Miller;170;forward;94;33000000.0;1994-03-10
Cynthia;Ryan;106;defender;25;23000000.0;1996-09-24
Travis;Miller;80;midfielder;587;96000000.0;1996-05-15
Neil;Parks;85;goalkeeper;59;35000000.0;1988-11-10
Mrs.;Rebecca;69;forward;315;37000000.0;1980-03-16
Kristy;Reid;189;goalkeeper;26;64000000.0;1982-09-01
Gary;Miller;8;goalkeeper;503;58000000.0;1987-06-12
Joanne;Woodard;106;midfielder;338;64000000.0;1996-03-07
Bryan;Glass;69;midfielder;826;79000000.0;1992-10-28
Ashley;Roy;29;forward;821;22000000.0;1999-06-20
Gregory;Silva;130;defender;452;11000000.0;1999-07-26
Michelle;Campbell;199;defender;738;39000000.0;1999-12-08
Nicole;Jones;97;goalkeeper;642;80000000.0;2001-10-23
Kathleen;Vargas;5;goalkeeper;745;97000000.0;1988-01-05
Michael;Mayo;141;defender;561;2000000.0;1993-05-17
Patricia;Hawkins;39;midfielder;615;80000000.0;1981-05-28
Jonathan;Gilmore;152;forward;568;19000000.0;1993-11-12
Mr.;Daniel;157;midfielder;508;13000000.0;1999-03-14
Rachel;Combs;199;goalkeeper;186;59000000.0;2006-04-08
Christina;Robinson;37;defender;135;54000000.0;1990-10-15
Caitlin;Little;116;defender;161;26000000.0;1982-09-13
Brittany;Garcia;5;midfielder;776;76000000.0;1986-12-29
Michelle;Golden;141;defender;635;61000000.0;1988-11-10
Kelly;Wright;153;midfielder;780;16000000.0;2002-09-19
Christian;Dunn;131;forward;863;95000000.0;1995-07-17
Zachary;Hamilton;165;forward;106;1000000.0;1983-08-16
Angela;Gregory;114;goalkeeper;37;76000000.0;1998-07-16
Bridget;Liu;58;midfielder;960;57000000.0;1982-07-20
Ralph;Lawrence;123;goalkeeper;639;72000000.0;1982-05-18
Taylor;Carrillo;31;forward;759;100000000.0;1999-03-06
Theresa;Miller;106;midfielder;923;100000000.0;1990-08-22
Erika;Brown;71;defender;777;50000000.0;1992-01-14
Robert;Ramsey;199;midfielder;378;33000000.0;1980-05-02
Kathryn;Berry;193;midfielder;561;68000000.0;2000-07-21
Robert;Andrews;56;defender;655;72000000.0;2003-04-06
Charles;Mejia;30;forward;269;85000000.0;1999-01-18
Christopher;Deleon;167;midfielder;916;93000000.0;1998-08-07
Larry;Burns;187;forward;456;69000000.0;2003-10-23
Henry;Carter;176;midfielder;354;63000000.0;1987-10-16
Alec;White;114;defender;344;20000000.0;1994-08-31
Ashlee;Lee;95;defender;948;47000000.0;1993-05-14
Douglas;Shah;31;defender;405;27000000.0;1982-03-15
Teresa;Aguirre;112;defender;103;65000000.0;1993-01-31
Janice;Moyer;92;defender;842;54000000.0;1999-03-23
Whitney;Decker;198;defender;972;62000000.0;1992-04-02
Kevin;Davis;19;forward;819;45000000.0;1983-02-21
Dakota;Jimenez;179;forward;253;56000000.0;2006-04-02
Mr.;Christopher;56;forward;484;13000000.0;1980-07-08
Melissa;Parker;156;midfielder;351;92000000.0;1986-12-31
Elizabeth;Hill;90;midfielder;506;3000000.0;1983-08-01
Mr.;Micheal;107;midfielder;223;27000000.0;2003-02-11
Ronald;Schaefer;50;forward;239;7000000.0;1995-07-10
Michael;Smith;95;midfielder;839;11000000.0;1995-04-01
John;Lee;193;defender;436;46000000.0;1992-08-08
Caleb;Stewart;149;defender;645;89000000.0;2000-10-11
Wendy;White;78;midfielder;716;6000000.0;1996-11-16
Rachel;Jones;179;defender;233;21000000.0;1988-04-28
Valerie;Riddle;192;goalkeeper;181;49000000.0;1996-02-24
Bobby;White;129;goalkeeper;440;81000000.0;2002-01-04
Clayton;Sanders;92;defender;205;14000000.0;1994-11-26
Christine;Butler;59;midfielder;532;52000000.0;2003-11-11
Jennifer;Martinez;184;defender;412;44000000.0;1999-06-04
Jessica;Rodriguez;55;forward;883;13000000.0;1987-10-29
Michael;Barron;25;midfielder;82;53000000.0;2000-07-19
Mark;Johnson;109;midfielder;992;30000000.0;1989-05-23
Ryan;Smith;108;defender;424;66000000.0;2003-06-05
Rachael;Griffin;164;forward;959;3000000.0;1993-09-06
Brenda;Li;47;forward;299;91000000.0;2004-11-04
Michael;Thompson;16;defender;620;73000000.0;1986-05-09
Gary;Williams;47;forward;37;18000000.0;1991-10-08
Vanessa;Rivera;3;midfielder;405;89000000.0;2003-11-04
Ashley;Charles;51;midfielder;232;55000000.0;1983-04-17
Sylvia;Coleman;149;midfielder;458;62000000.0;1984-10-31
Mary;Carr;84;forward;969;89000000.0;2007-10-01
John;Jordan;147;goalkeeper;145;44000000.0;2002-12-08
Randy;Miller;89;midfielder;665;100000000.0;1987-03-25
Julie;Ferguson;67;forward;311;86000000.0;2001-11-07
Melissa;Boyd;96;forward;187;71000000.0;1995-03-12
Andrea;Sutton;82;midfielder;722;87000000.0;2000-08-19
Kyle;Brown;88;goalkeeper;560;52000000.0;2001-02-12
Timothy;Allen;28;midfielder;848;50000000.0;1997-11-15
Cynthia;Rodriguez;21;forward;382;66000000.0;1986-07-02
Katelyn;Andrews;156;defender;564;71000000.0;2001-08-14
Julie;Thompson;76;forward;189;89000000.0;1988-06-14
Jimmy;Allen;14;goalkeeper;579;46000000.0;1986-02-20
Marc;Lopez;115;forward;943;98000000.0;1992-11-08
Lori;Bonilla;142;midfielder;895;39000000.0;2003-05-17
Anna;Morgan;47;defender;239;66000000.0;2005-07-16
Jennifer;Thomas;69;goalkeeper;42;99000000.0;1986-09-01
Joseph;Davis;4;forward;208;8000000.0;2004-09-24
Sarah;Hampton;169;midfielder;339;42000000.0;1995-02-08
Sandra;Allen;147;forward;333;15000000.0;1992-08-09
George;Lee;119;midfielder;291;84000000.0;1990-03-02
Derrick;Garrett;189;defender;388;97000000.0;2007-07-26
Jason;Roth;177;defender;796;74000000.0;1992-05-01
Luke;Russo;83;defender;282;48000000.0;1980-01-18
Brandy;Williams;142;midfielder;448;9000000.0;2007-09-17
William;Griffith;134;defender;962;37000000.0;2003-05-02
Maria;Hale;94;forward;523;85000000.0;2001-10-26
Andrea;Ryan;176;forward;210;9000000.0;1997-02-02
William;Michael;73;defender;924;48000000.0;1984-07-04
Shannon;Phillips;81;defender;913;57000000.0;1987-12-23
Rachel;Rivera;121;goalkeeper;365;77000000.0;1998-12-11
Elizabeth;Mcbride;119;goalkeeper;166;47000000.0;1998-12-02
Kirk;Thompson;134;forward;13;15000000.0;2007-12-23
Jeffrey;Mccormick;65;goalkeeper;808;78000000.0;1982-05-15
Stephanie;Newton;111;defender;779;67000000.0;2000-10-09
Michael;George;14;forward;822;18000000.0;1989-05-07
Samantha;Weeks;135;defender;923;23000000.0;1995-09-11
Kristen;Evans;174;midfielder;926;4000000.0;1980-10-28
Beth;Burns;86;defender;251;65000000.0;1984-12-03
Sean;Proctor;113;midfielder;697;87000000.0;2001-10-11
Jason;Young;148;midfielder;104;73000000.0;1987-03-19
Kayla;Stevenson;80;goalkeeper;370;72000000.0;1999-07-20
Derek;Harris;180;midfielder;864;57000000.0;1988-08-31
Teresa;Kaufman;65;forward;178;26000000.0;1988-10-20
Wesley;Bean;136;goalkeeper;438;74000000.0;2005-06-06
Andrea;Wall;14;forward;162;67000000.0;1990-07-03
Jesse;Fuller;200;forward;728;18000000.0;2002-12-21
Michelle;Gonzalez;58;midfielder;980;5000000.0;1989-03-26
Jasmin;Jones;68;goalkeeper;249;92000000.0;1986-09-11
Mrs.;Heather;160;midfielder;695;11000000.0;1994-03-28
Patricia;Cruz;99;midfielder;912;71000000.0;1992-08-21
Andrew;Elliott;121;midfielder;488;7000000.0;1989-03-28
Richard;Reeves;161;midfielder;692;18000000.0;2000-01-26
Ronald;Garcia;107;midfielder;325;62000000.0;1995-08-06
Alicia;Smith;92;midfielder;865;66000000.0;1983-03-19
Barbara;Lopez;28;defender;690;29000000.0;1987-12-17
Michele;Clark;189;forward;7;15000000.0;2006-10-15
James;Potter;99;forward;935;97000000.0;1998-07-05
Chad;Rowland;155;defender;592;50000000.0;1998-09-29
John;Dalton;148;goalkeeper;367;70000000.0;1992-05-22
Cory;Huerta;93;defender;39;30000000.0;2000-01-29
Tracy;Woods;121;forward;591;99000000.0;2000-10-08
Oscar;Trujillo;188;goalkeeper;233;95000000.0;2001-05-06
Joseph;Smith;142;midfielder;249;15000000.0;1998-01-12
Kathryn;Davis;12;goalkeeper;915;55000000.0;1987-04-10
Rebecca;Moore;162;midfielder;665;96000000.0;2002-02-21
John;Schmidt;49;defender;561;89000000.0;2007-10-11
Russell;Morgan;194;forward;854;58000000.0;2003-11-17
Lindsay;Olson;18;forward;53;40000000.0;1990-03-05
Virginia;Walker;15;defender;923;42000000.0;1982-04-23
Joseph;Dixon;167;midfielder;567;99000000.0;2000-03-17
Karen;Myers;49;goalkeeper;735;84000000.0;1994-05-23
Maria;Moore;26;goalkeeper;413;10000000.0;1984-06-13
Eric;Brown;29;forward;252;15000000.0;1995-05-18
Travis;Jones;2;midfielder;410;92000000.0;2000-03-24
Amanda;Thomas;161;goalkeeper;836;9000000.0;2005-03-03
Roberta;Garza;173;midfielder;832;91000000.0;2006-03-28
James;Baldwin;7;midfielder;559;55000000.0;1997-11-19
Michael;Bryan;43;goalkeeper;233;9000000.0;1981-07-30
Ms.;Samantha;146;goalkeeper;328;48000000.0;1984-01-17
Connie;Allen;43;midfielder;199;40000000.0;1995-09-21
Ruben;Ramsey;88;forward;331;10000000.0;1992-01-23
Barbara;Anderson;4;forward;791;23000000.0;2005-09-18
Jeanette;Wade;105;defender;475;45000000.0;2005-04-03
Tracy;Johnson;43;goalkeeper;779;87000000.0;1990-02-05
Frederick;Collins;179;defender;584;12000000.0;2003-04-24
Lisa;Johnson;194;goalkeeper;477;27000000.0;2005-04-04
Christina;Eaton;103;defender;956;66000000.0;1985-12-04
Michael;Burke;162;defender;882;10000000.0;2007-07-05
Scott;Lester;145;defender;245;1000000.0;1989-08-14
Andrea;Jones;144;midfielder;442;63000000.0;2007-06-21
Kevin;Thomas;3;midfielder;567;63000000.0;2005-10-13
Mrs.;Emma;79;defender;440;9000000.0;1987-05-31
Melinda;Rose;46;forward;833;68000000.0;1988-03-06
Tracy;Garcia;8;defender;151;10000000.0;1999-08-07
Garrett;House;94;midfielder;71;2000000.0;1988-04-25
Charles;Davidson;22;defender;933;32000000.0;2005-07-15
Kimberly;Stafford;185;defender;414;48000000.0;1980-03-24
Shawn;Campbell;121;defender;470;91000000.0;2002-01-05
Allen;Rodriguez;173;defender;995;87000000.0;1991-08-16
David;Garcia;29;forward;515;68000000.0;1992-01-25
Tracey;White;87;goalkeeper;36;81000000.0;1994-06-03
Bryan;Williams;178;forward;796;67000000.0;1989-05-14
Evelyn;Harper;35;forward;110;15000000.0;2007-04-28
Laura;Gutierrez;117;midfielder;771;5000000.0;1987-12-03
Jacqueline;Williams;38;midfielder;109;21000000.0;1982-06-10
Bryan;Nelson;50;defender;217;53000000.0;2003-02-06
Shannon;Gonzalez;152;defender;20;61000000.0;2003-06-21
Peter;Gomez;161;forward;383;61000000.0;1983-03-13
Lisa;Morrison;80;goalkeeper;705;80000000.0;1994-04-30
Denise;Pierce;109;forward;686;97000000.0;1982-08-23
Carol;Cook;99;midfielder;989;72000000.0;1995-09-04
Chris;Alexander;184;defender;793;42000000.0;2002-07-26
Paula;Donovan;124;forward;991;19000000.0;1996-04-26
Leon;Peterson;171;midfielder;367;33000000.0;1987-12-30
Matthew;Richardson;3;goalkeeper;738;83000000.0;2000-06-23
Alexis;Murray;177;goalkeeper;568;19000000.0;1994-07-05
Suzanne;Gonzalez;187;midfielder;700;62000000.0;2006-06-01
Penny;Velasquez;100;goalkeeper;379;40000000.0;1988-03-19
Joseph;Warren;86;forward;217;54000000.0;1996-08-22
Gregory;Molina;59;defender;447;12000000.0;1991-01-13
Daniel;Thomas;46;forward;517;51000000.0;1997-09-20
Molly;Shea;58;goalkeeper;697;79000000.0;1980-09-30
Mr.;David;44;defender;667;37000000.0;1994-12-02
Bradley;Saunders;143;goalkeeper;114;69000000.0;1996-07-16
Johnathan;Edwards;174;forward;29;26000000.0;1988-11-14
Nicholas;Santiago;48;forward;717;52000000.0;2002-06-04
Jeremiah;Boyd;9;midfielder;762;92000000.0;1996-05-10
Debra;Parsons;172;goalkeeper;35;42000000.0;1997-02-25
Chad;Vazquez;10;forward;975;24000000.0;1994-10-03
Taylor;Buchanan;33;midfielder;928;22000000.0;2002-06-24
David;Brandt;103;goalkeeper;795;45000000.0;1991-12-17
Tyler;Wolf;127;midfielder;443;42000000.0;1990-05-10
Sherry;Collins;121;forward;157;86000000.0;2000-02-05
Robert;Reed;59;forward;357;19000000.0;1991-03-13
Gregory;Green;123;midfielder;714;53000000.0;1984-02-09
Kim;Collins;112;defender;890;92000000.0;1981-05-24
Jeffrey;Garza;75;goalkeeper;855;83000000.0;1998-05-13
Jacqueline;Morgan;182;goalkeeper;141;98000000.0;1980-06-29
Carl;Davis;33;goalkeeper;801;28000000.0;1994-05-09
Amanda;Mcclain;69;midfielder;182;89000000.0;2007-02-24
Andrew;Lewis;145;midfielder;989;15000000.0;1996-04-03
Garrett;Saunders;125;midfielder;770;29000000.0;1980-11-11
Jonathan;Peterson;194;defender;871;28000000.0;1992-11-17
Paul;Davis;66;forward;860;58000000.0;1997-09-10
Dr.;Timothy;1;goalkeeper;791;6000000.0;1992-12-05
Jennifer;Wade;168;defender;208;9000000.0;1987-03-30
Taylor;Graham;22;goalkeeper;642;86000000.0;1999-06-17
Emily;Hill;139;midfielder;291;83000000.0;1997-09-11
Catherine;Atkinson;167;goalkeeper;642;82000000.0;1988-06-07
Anna;Gomez;47;forward;90;7000000.0;1982-10-09
Amanda;Lopez;56;forward;564;90000000.0;2001-12-22
Scott;French;102;midfielder;622;90000000.0;1997-03-23
Christian;Young;155;defender;173;93000000.0;1998-08-12
Robert;Mccoy;161;midfielder;951;61000000.0;1994-03-12
Caitlin;Gomez;197;defender;905;17000000.0;1985-02-24
Christine;Randall;79;midfielder;688;59000000.0;1981-08-25
Christine;Campbell;8;forward;375;15000000.0;1982-12-30
Caitlyn;Lester;25;goalkeeper;707;36000000.0;2001-12-04
Mike;Velez;197;forward;128;14000000.0;1981-03-16
April;Houston;58;midfielder;999;74000000.0;2003-05-16
Thomas;Burns;66;forward;432;85000000.0;1985-10-06
Michael;Winters;96;goalkeeper;597;2000000.0;1989-06-05
Crystal;Manning;22;goalkeeper;274;46000000.0;1983-02-26
Victoria;Contreras;132;forward;267;17000000.0;2004-08-05
Jamie;Cobb;159;defender;687;39000000.0;1993-11-01
Eric;Hernandez;148;goalkeeper;940;60000000.0;2004-08-24
Carlos;Sandoval;179;midfielder;625;3000000.0;1991-12-17
Brian;Ellis;120;midfielder;736;77000000.0;1999-04-17
Gregory;Romero;11;goalkeeper;418;7000000.0;1994-07-23
Steven;Mckenzie;192;midfielder;706;73000000.0;2002-07-11
Gloria;Ponce;31;goalkeeper;603;78000000.0;1993-05-30
Michael;Howell;68;midfielder;764;53000000.0;1982-06-01
Betty;Case;9;midfielder;989;29000000.0;1986-05-24
Jack;Smith;50;midfielder;232;100000000.0;2000-05-18
Craig;Williams;162;midfielder;437;72000000.0;1997-04-08
Shawn;Carr;41;midfielder;253;73000000.0;1996-06-18
Julie;Contreras;139;midfielder;600;20000000.0;1998-04-12
Christopher;Bowen;180;defender;814;28000000.0;2003-07-02
Anthony;Lozano;147;goalkeeper;108;30000000.0;2006-05-20
Brent;Smith;78;goalkeeper;306;23000000.0;1987-01-10
Monica;Schmitt;158;goalkeeper;752;32000000.0;1990-11-02
Randy;Ellis;183;forward;710;51000000.0;1993-06-20
Jason;Austin;49;defender;202;29000000.0;2003-09-03
David;Lee;79;midfielder;913;86000000.0;1993-04-18
Erika;Hartman;88;defender;485;5000000.0;1992-04-06
Barry;Landry;152;defender;65;34000000.0;1992-08-10
Brittany;Rowe;142;goalkeeper;792;43000000.0;2003-10-01
Timothy;White;46;defender;660;27000000.0;1999-09-01
Amanda;Shannon;32;defender;314;36000000.0;1996-04-20
Clinton;Mendoza;117;defender;955;71000000.0;2001-10-17
Victoria;Armstrong;85;goalkeeper;864;55000000.0;2002-06-23
Thomas;Flores;160;forward;494;26000000.0;1998-06-03
Sean;Harper;20;defender;320;77000000.0;1981-10-28
Leslie;Pineda;109;goalkeeper;568;82000000.0;1981-09-26
Corey;Mills;16;defender;204;99000000.0;1987-12-21
David;Jackson;128;midfielder;944;61000000.0;1988-06-12
Heather;Morgan;186;defender;819;40000000.0;2004-05-06
Joel;Shannon;15;forward;833;34000000.0;1981-09-08
Christine;Ward;167;forward;747;25000000.0;1989-01-29
Bradley;Galvan;57;forward;773;65000000.0;2003-09-02
Andrew;Walker;44;defender;342;8000000.0;1992-04-25
Andres;Henry;173;forward;814;53000000.0;1992-06-28
Dennis;Wilson;174;defender;885;34000000.0;1997-06-03
Cody;Maxwell;142;forward;945;77000000.0;2006-10-25
Christina;Long;105;goalkeeper;72;54000000.0;1994-07-07
Justin;Rosales;130;midfielder;173;55000000.0;1994-04-22
James;Ward;2;forward;394;48000000.0;1991-04-17
Joshua;Wall;117;midfielder;254;80000000.0;1986-03-02
Thomas;Anderson;148;goalkeeper;147;95000000.0;2002-11-21
Brandon;Ward;104;defender;443;29000000.0;2003-01-11
Brandon;Gardner;63;defender;821;14000000.0;2004-02-05
Matthew;Cobb;154;midfielder;175;36000000.0;2004-07-06
Amber;May;45;defender;910;53000000.0;1999-06-18
Raymond;Russell;12;goalkeeper;995;92000000.0;2004-12-12
Kimberly;Rowe;87;goalkeeper;78;85000000.0;1985-05-16
Judith;Ramos;83;goalkeeper;796;17000000.0;1983-09-11
Joseph;Liu;49;goalkeeper;505;55000000.0;1980-11-06
Robin;Williams;87;forward;643;95000000.0;2007-01-17
Brooke;King;2;forward;787;6000000.0;2006-06-23
Elizabeth;Sullivan;88;defender;962;68000000.0;1988-06-10
Karen;Thomas;88;goalkeeper;563;98000000.0;1998-02-01
Shane;Jones;9;defender;420;1000000.0;2007-01-06
Austin;Brown;27;midfielder;43;32000000.0;1997-04-10
Alison;Howell;151;forward;447;66000000.0;1985-05-29
David;Galvan;172;defender;671;41000000.0;1984-09-09
Michael;Davidson;188;defender;521;27000000.0;1984-03-07
Jeremy;Mcdonald;16;defender;731;2000000.0;1988-08-19
Emily;Aguilar;78;midfielder;241;94000000.0;2007-01-21
Maureen;Taylor;164;forward;262;75000000.0;1992-04-25
Kristen;Skinner;166;defender;717;34000000.0;1992-01-30
Mary;Hamilton;118;midfielder;58;14000000.0;1983-05-30
Peter;Gregory;120;goalkeeper;428;93000000.0;1999-03-25
William;Duffy;13;defender;607;20000000.0;2006-12-21
Donna;Castillo;122;midfielder;298;4000000.0;2001-10-20
Jennifer;Le;45;defender;499;60000000.0;1982-03-21
Kathy;Vega;29;goalkeeper;995;67000000.0;1981-12-03
Carlos;Kaufman;81;defender;230;57000000.0;2007-10-07
Debbie;Chase;123;goalkeeper;268;63000000.0;1994-05-31
Katherine;Anderson;5;goalkeeper;537;47000000.0;2002-02-11
Samantha;Travis;133;midfielder;602;22000000.0;2003-01-20
Jon;Barber;91;goalkeeper;239;68000000.0;2001-11-24
Courtney;Brown;30;goalkeeper;715;38000000.0;1987-09-07
Benjamin;Fernandez;28;forward;644;35000000.0;2003-01-11
Mr.;Charles;37;goalkeeper;713;82000000.0;2005-04-13
